image URN	folio URN
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0202	urn:cite:ogl:modena_alfa_t_8_21.folio.101v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0203	urn:cite:ogl:modena_alfa_t_8_21.folio.102r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0204	urn:cite:ogl:modena_alfa_t_8_21.folio.102v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0205	urn:cite:ogl:modena_alfa_t_8_21.folio.103r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0206	urn:cite:ogl:modena_alfa_t_8_21.folio.103v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0207	urn:cite:ogl:modena_alfa_t_8_21.folio.104r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0208	urn:cite:ogl:modena_alfa_t_8_21.folio.104v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0209	urn:cite:ogl:modena_alfa_t_8_21.folio.105r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0210	urn:cite:ogl:modena_alfa_t_8_21.folio.105v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0211	urn:cite:ogl:modena_alfa_t_8_21.folio.106r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0212	urn:cite:ogl:modena_alfa_t_8_21.folio.106v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0213	urn:cite:ogl:modena_alfa_t_8_21.folio.107r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0214	urn:cite:ogl:modena_alfa_t_8_21.folio.107v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0215	urn:cite:ogl:modena_alfa_t_8_21.folio.108r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0216	urn:cite:ogl:modena_alfa_t_8_21.folio.108v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0217	urn:cite:ogl:modena_alfa_t_8_21.folio.109r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0218	urn:cite:ogl:modena_alfa_t_8_21.folio.109v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0219	urn:cite:ogl:modena_alfa_t_8_21.folio.110r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0220	urn:cite:ogl:modena_alfa_t_8_21.folio.110v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0221	urn:cite:ogl:modena_alfa_t_8_21.folio.111r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0222	urn:cite:ogl:modena_alfa_t_8_21.folio.111v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0223	urn:cite:ogl:modena_alfa_t_8_21.folio.112r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0224	urn:cite:ogl:modena_alfa_t_8_21.folio.112v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0225	urn:cite:ogl:modena_alfa_t_8_21.folio.113r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0226	urn:cite:ogl:modena_alfa_t_8_21.folio.113v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0227	urn:cite:ogl:modena_alfa_t_8_21.folio.114r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0228	urn:cite:ogl:modena_alfa_t_8_21.folio.114v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0229	urn:cite:ogl:modena_alfa_t_8_21.folio.115r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0230	urn:cite:ogl:modena_alfa_t_8_21.folio.115v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0231	urn:cite:ogl:modena_alfa_t_8_21.folio.116r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0232	urn:cite:ogl:modena_alfa_t_8_21.folio.116v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0233	urn:cite:ogl:modena_alfa_t_8_21.folio.117r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0234	urn:cite:ogl:modena_alfa_t_8_21.folio.117v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0235	urn:cite:ogl:modena_alfa_t_8_21.folio.118r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0236	urn:cite:ogl:modena_alfa_t_8_21.folio.118v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0237	urn:cite:ogl:modena_alfa_t_8_21.folio.119r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0238	urn:cite:ogl:modena_alfa_t_8_21.folio.119v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0239	urn:cite:ogl:modena_alfa_t_8_21.folio.120r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0240	urn:cite:ogl:modena_alfa_t_8_21.folio.120v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0241	urn:cite:ogl:modena_alfa_t_8_21.folio.121r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0242	urn:cite:ogl:modena_alfa_t_8_21.folio.121v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0243	urn:cite:ogl:modena_alfa_t_8_21.folio.122r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0244	urn:cite:ogl:modena_alfa_t_8_21.folio.122v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0245	urn:cite:ogl:modena_alfa_t_8_21.folio.123r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0246	urn:cite:ogl:modena_alfa_t_8_21.folio.123v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0247	urn:cite:ogl:modena_alfa_t_8_21.folio.124r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0248	urn:cite:ogl:modena_alfa_t_8_21.folio.124v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0249	urn:cite:ogl:modena_alfa_t_8_21.folio.125r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0250	urn:cite:ogl:modena_alfa_t_8_21.folio.125v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0251	urn:cite:ogl:modena_alfa_t_8_21.folio.126r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0252	urn:cite:ogl:modena_alfa_t_8_21.folio.126v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0253	urn:cite:ogl:modena_alfa_t_8_21.folio.127r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0254	urn:cite:ogl:modena_alfa_t_8_21.folio.127v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0255	urn:cite:ogl:modena_alfa_t_8_21.folio.128r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0256	urn:cite:ogl:modena_alfa_t_8_21.folio.128v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0257	urn:cite:ogl:modena_alfa_t_8_21.folio.129r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0258	urn:cite:ogl:modena_alfa_t_8_21.folio.129v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0259	urn:cite:ogl:modena_alfa_t_8_21.folio.130r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0260	urn:cite:ogl:modena_alfa_t_8_21.folio.130v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0261	urn:cite:ogl:modena_alfa_t_8_21.folio.131r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0262	urn:cite:ogl:modena_alfa_t_8_21.folio.131v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0263	urn:cite:ogl:modena_alfa_t_8_21.folio.132r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0264	urn:cite:ogl:modena_alfa_t_8_21.folio.132v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0265	urn:cite:ogl:modena_alfa_t_8_21.folio.133r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0266	urn:cite:ogl:modena_alfa_t_8_21.folio.133v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0267	urn:cite:ogl:modena_alfa_t_8_21.folio.134r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0268	urn:cite:ogl:modena_alfa_t_8_21.folio.134v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0269	urn:cite:ogl:modena_alfa_t_8_21.folio.135r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0270	urn:cite:ogl:modena_alfa_t_8_21.folio.135v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0271	urn:cite:ogl:modena_alfa_t_8_21.folio.136r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0272	urn:cite:ogl:modena_alfa_t_8_21.folio.136v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0273	urn:cite:ogl:modena_alfa_t_8_21.folio.137r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0274	urn:cite:ogl:modena_alfa_t_8_21.folio.137v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0275	urn:cite:ogl:modena_alfa_t_8_21.folio.138r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0276	urn:cite:ogl:modena_alfa_t_8_21.folio.138v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0277	urn:cite:ogl:modena_alfa_t_8_21.folio.139r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0278	urn:cite:ogl:modena_alfa_t_8_21.folio.139v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0279	urn:cite:ogl:modena_alfa_t_8_21.folio.140r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0280	urn:cite:ogl:modena_alfa_t_8_21.folio.140v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0281	urn:cite:ogl:modena_alfa_t_8_21.folio.141r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0282	urn:cite:ogl:modena_alfa_t_8_21.folio.141v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0283	urn:cite:ogl:modena_alfa_t_8_21.folio.142r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0284	urn:cite:ogl:modena_alfa_t_8_21.folio.142v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0285	urn:cite:ogl:modena_alfa_t_8_21.folio.143r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0286	urn:cite:ogl:modena_alfa_t_8_21.folio.143v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0287	urn:cite:ogl:modena_alfa_t_8_21.folio.144r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0288	urn:cite:ogl:modena_alfa_t_8_21.folio.144v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0289	urn:cite:ogl:modena_alfa_t_8_21.folio.145r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0290	urn:cite:ogl:modena_alfa_t_8_21.folio.145v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0291	urn:cite:ogl:modena_alfa_t_8_21.folio.146r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0292	urn:cite:ogl:modena_alfa_t_8_21.folio.146v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0293	urn:cite:ogl:modena_alfa_t_8_21.folio.147r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0294	urn:cite:ogl:modena_alfa_t_8_21.folio.147v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0295	urn:cite:ogl:modena_alfa_t_8_21.folio.148r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0296	urn:cite:ogl:modena_alfa_t_8_21.folio.148v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0297	urn:cite:ogl:modena_alfa_t_8_21.folio.149r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0298	urn:cite:ogl:modena_alfa_t_8_21.folio.149v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0299	urn:cite:ogl:modena_alfa_t_8_21.folio.150r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0300	urn:cite:ogl:modena_alfa_t_8_21.folio.150v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0301	urn:cite:ogl:modena_alfa_t_8_21.folio.151r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0302	urn:cite:ogl:modena_alfa_t_8_21.folio.151v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0303	urn:cite:ogl:modena_alfa_t_8_21.folio.152r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0304	urn:cite:ogl:modena_alfa_t_8_21.folio.152v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0305	urn:cite:ogl:modena_alfa_t_8_21.folio.153r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0306	urn:cite:ogl:modena_alfa_t_8_21.folio.153v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0307	urn:cite:ogl:modena_alfa_t_8_21.folio.154r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0308	urn:cite:ogl:modena_alfa_t_8_21.folio.154v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0309	urn:cite:ogl:modena_alfa_t_8_21.folio.155r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0310	urn:cite:ogl:modena_alfa_t_8_21.folio.155v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0311	urn:cite:ogl:modena_alfa_t_8_21.folio.156r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0312	urn:cite:ogl:modena_alfa_t_8_21.folio.156v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0313	urn:cite:ogl:modena_alfa_t_8_21.folio.157r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0314	urn:cite:ogl:modena_alfa_t_8_21.folio.157v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0315	urn:cite:ogl:modena_alfa_t_8_21.folio.158r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0316	urn:cite:ogl:modena_alfa_t_8_21.folio.158v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0317	urn:cite:ogl:modena_alfa_t_8_21.folio.159r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0318	urn:cite:ogl:modena_alfa_t_8_21.folio.159v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0319	urn:cite:ogl:modena_alfa_t_8_21.folio.160r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0320	urn:cite:ogl:modena_alfa_t_8_21.folio.160v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0321	urn:cite:ogl:modena_alfa_t_8_21.folio.161r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0322	urn:cite:ogl:modena_alfa_t_8_21.folio.161v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0323	urn:cite:ogl:modena_alfa_t_8_21.folio.162r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0324	urn:cite:ogl:modena_alfa_t_8_21.folio.162v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0325	urn:cite:ogl:modena_alfa_t_8_21.folio.163r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0326	urn:cite:ogl:modena_alfa_t_8_21.folio.163v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0327	urn:cite:ogl:modena_alfa_t_8_21.folio.164r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0328	urn:cite:ogl:modena_alfa_t_8_21.folio.164v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0329	urn:cite:ogl:modena_alfa_t_8_21.folio.165r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0330	urn:cite:ogl:modena_alfa_t_8_21.folio.165v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0331	urn:cite:ogl:modena_alfa_t_8_21.folio.166r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0332	urn:cite:ogl:modena_alfa_t_8_21.folio.166v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0333	urn:cite:ogl:modena_alfa_t_8_21.folio.167r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0334	urn:cite:ogl:modena_alfa_t_8_21.folio.167v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0335	urn:cite:ogl:modena_alfa_t_8_21.folio.168r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0336	urn:cite:ogl:modena_alfa_t_8_21.folio.168v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0337	urn:cite:ogl:modena_alfa_t_8_21.folio.169r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0338	urn:cite:ogl:modena_alfa_t_8_21.folio.169v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0339	urn:cite:ogl:modena_alfa_t_8_21.folio.170r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0340	urn:cite:ogl:modena_alfa_t_8_21.folio.170v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0341	urn:cite:ogl:modena_alfa_t_8_21.folio.171r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0342	urn:cite:ogl:modena_alfa_t_8_21.folio.171v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0343	urn:cite:ogl:modena_alfa_t_8_21.folio.172r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0344	urn:cite:ogl:modena_alfa_t_8_21.folio.172v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0345	urn:cite:ogl:modena_alfa_t_8_21.folio.173r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0346	urn:cite:ogl:modena_alfa_t_8_21.folio.173v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0347	urn:cite:ogl:modena_alfa_t_8_21.folio.174r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0348	urn:cite:ogl:modena_alfa_t_8_21.folio.174v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0349	urn:cite:ogl:modena_alfa_t_8_21.folio.175r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0350	urn:cite:ogl:modena_alfa_t_8_21.folio.175v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0351	urn:cite:ogl:modena_alfa_t_8_21.folio.176r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0352	urn:cite:ogl:modena_alfa_t_8_21.folio.176v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0353	urn:cite:ogl:modena_alfa_t_8_21.folio.177r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0354	urn:cite:ogl:modena_alfa_t_8_21.folio.177v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0355	urn:cite:ogl:modena_alfa_t_8_21.folio.178r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0356	urn:cite:ogl:modena_alfa_t_8_21.folio.178v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0357	urn:cite:ogl:modena_alfa_t_8_21.folio.179r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0358	urn:cite:ogl:modena_alfa_t_8_21.folio.179v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0359	urn:cite:ogl:modena_alfa_t_8_21.folio.180r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0360	urn:cite:ogl:modena_alfa_t_8_21.folio.180v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0361	urn:cite:ogl:modena_alfa_t_8_21.folio.181r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0362	urn:cite:ogl:modena_alfa_t_8_21.folio.181v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0363	urn:cite:ogl:modena_alfa_t_8_21.folio.182r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0364	urn:cite:ogl:modena_alfa_t_8_21.folio.182v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0365	urn:cite:ogl:modena_alfa_t_8_21.folio.183r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0366	urn:cite:ogl:modena_alfa_t_8_21.folio.183v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0367	urn:cite:ogl:modena_alfa_t_8_21.folio.184r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0368	urn:cite:ogl:modena_alfa_t_8_21.folio.184v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0369	urn:cite:ogl:modena_alfa_t_8_21.folio.185r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0370	urn:cite:ogl:modena_alfa_t_8_21.folio.185v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0371	urn:cite:ogl:modena_alfa_t_8_21.folio.186r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0372	urn:cite:ogl:modena_alfa_t_8_21.folio.186v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0373	urn:cite:ogl:modena_alfa_t_8_21.folio.187r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0374	urn:cite:ogl:modena_alfa_t_8_21.folio.187v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0375	urn:cite:ogl:modena_alfa_t_8_21.folio.188r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0376	urn:cite:ogl:modena_alfa_t_8_21.folio.188v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0377	urn:cite:ogl:modena_alfa_t_8_21.folio.189r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0378	urn:cite:ogl:modena_alfa_t_8_21.folio.189v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0379	urn:cite:ogl:modena_alfa_t_8_21.folio.190r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0380	urn:cite:ogl:modena_alfa_t_8_21.folio.190v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0381	urn:cite:ogl:modena_alfa_t_8_21.folio.191r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0382	urn:cite:ogl:modena_alfa_t_8_21.folio.191v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0383	urn:cite:ogl:modena_alfa_t_8_21.folio.192r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0384	urn:cite:ogl:modena_alfa_t_8_21.folio.192v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0385	urn:cite:ogl:modena_alfa_t_8_21.folio.193r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0386	urn:cite:ogl:modena_alfa_t_8_21.folio.193v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0387	urn:cite:ogl:modena_alfa_t_8_21.folio.194r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0388	urn:cite:ogl:modena_alfa_t_8_21.folio.194v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0389	urn:cite:ogl:modena_alfa_t_8_21.folio.195r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0390	urn:cite:ogl:modena_alfa_t_8_21.folio.195v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0391	urn:cite:ogl:modena_alfa_t_8_21.folio.196r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0392	urn:cite:ogl:modena_alfa_t_8_21.folio.196v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0393	urn:cite:ogl:modena_alfa_t_8_21.folio.197r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0394	urn:cite:ogl:modena_alfa_t_8_21.folio.197v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0395	urn:cite:ogl:modena_alfa_t_8_21.folio.198r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0396	urn:cite:ogl:modena_alfa_t_8_21.folio.198v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0397	urn:cite:ogl:modena_alfa_t_8_21.folio.199r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0398	urn:cite:ogl:modena_alfa_t_8_21.folio.199v
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0399	urn:cite:ogl:modena_alfa_t_8_21.folio.200r
urn:cite:ogl:modena_alfa_t_8_21.img.modena_alfa_t_8_21_0400	urn:cite:ogl:modena_alfa_t_8_21.folio.200v
