image URN	page URN
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0259	urn:cite:ogl:1482lat1.page.254
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0260	urn:cite:ogl:1482lat1.page.255
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0261	urn:cite:ogl:1482lat1.page.256
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0262	urn:cite:ogl:1482lat1.page.257
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0263	urn:cite:ogl:1482lat1.page.258
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0264	urn:cite:ogl:1482lat1.page.259
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0265	urn:cite:ogl:1482lat1.page.260
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0266	urn:cite:ogl:1482lat1.page.261
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0267	urn:cite:ogl:1482lat1.page.262
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0268	urn:cite:ogl:1482lat1.page.263
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0269	urn:cite:ogl:1482lat1.page.264
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0270	urn:cite:ogl:1482lat1.page.265
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0271	urn:cite:ogl:1482lat1.page.266
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0272	urn:cite:ogl:1482lat1.page.267
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0273	urn:cite:ogl:1482lat1.page.268
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0274	urn:cite:ogl:1482lat1.page.269
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0275	urn:cite:ogl:1482lat1.page.270
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0276	urn:cite:ogl:1482lat1.page.271
urn:cite:ogl:1482lat1.img.ratdolt_1482_v1_1_0277	urn:cite:ogl:1482lat1.page.272
