Temp ID	Image Path	Image Width	Image Height	X Offset	Y Offset	X Width	Y Height
heiberg-diag-0496	heiberg_1885_v4_1_0158.jpg	2468	3952	6	1512	2316	870
heiberg-diag-0541	heiberg_1885_v4_1_0382.jpg	2468	3952	492	1566	1284	198
heiberg-diag-0481	heiberg_1885_v4_1_0110.jpg	2468	3952	438	714	1560	1920
heiberg-diag-0451	heiberg_1885_v4_1_0032.jpg	2468	3952	108	684	762	690
heiberg-diag-0500	heiberg_1885_v4_1_0184.jpg	2468	3952	180	672	672	366
heiberg-diag-0486	heiberg_1885_v4_1_0122.jpg	2468	3952	534	2412	1200	930
heiberg-diag-0473	heiberg_1885_v4_1_0086.jpg	2468	3952	210	738	624	402
heiberg-diag-0532	heiberg_1885_v4_1_0330.jpg	2468	3952	720	996	828	1584
heiberg-diag-0454	heiberg_1885_v4_1_0038.jpg	2468	3952	144	1146	648	924
heiberg-diag-0521	heiberg_1885_v4_1_0284.jpg	2468	3952	210	1662	810	804
heiberg-diag-0490	heiberg_1885_v4_1_0144.jpg	2468	3952	420	666	1428	864
heiberg-diag-0537	heiberg_1885_v4_1_0364.jpg	2468	3952	192	1554	840	744
heiberg-diag-0482	heiberg_1885_v4_1_0112.jpg	2468	3952	492	2016	1488	852
heiberg-diag-0514	heiberg_1885_v4_1_0264.jpg	2468	3952	150	2052	684	954
heiberg-diag-0497	heiberg_1885_v4_1_0170.jpg	2468	3952	162	864	972	1068
heiberg-diag-0455	heiberg_1885_v4_1_0042.jpg	2468	3952	78	906	972	552
heiberg-diag-0470	heiberg_1885_v4_1_0076.jpg	2454	3952	138	882	960	588
heiberg-diag-0520	heiberg_1885_v4_1_0282.jpg	2468	3952	186	936	960	924
heiberg-diag-0475	heiberg_1885_v4_1_0090.jpg	717	1129	156	400	402	196
heiberg-diag-0498	heiberg_1885_v4_1_0174.jpg	717	1129	150	294	386	270
heiberg-diag-0531	heiberg_1885_v4_1_0329.jpg	717	1129	114	290	522	520
heiberg-diag-0530	heiberg_1885_v4_1_0316.jpg	2468	3952	1278	2988	918	630
heiberg-diag-0478	heiberg_1885_v4_1_0100.jpg	2468	3952	156	2310	810	624
heiberg-diag-0538	heiberg_1885_v4_1_0366.jpg	2468	3952	192	660	810	786
heiberg-diag-0467	heiberg_1885_v4_1_0070.jpg	2468	3952	186	558	924	624
heiberg-diag-0542	heiberg_1885_v4_1_0384.jpg	2468	3952	540	1656	1278	216
heiberg-diag-0453	heiberg_1885_v4_1_0036.jpg	2468	3952	162	1908	804	582
heiberg-diag-0534	heiberg_1885_v4_1_0344.jpg	2468	3952	198	1578	984	792
heiberg-diag-0459	heiberg_1885_v4_1_0050.jpg	2468	3952	132	1986	702	630
heiberg-diag-0463	heiberg_1885_v4_1_0060.jpg	2468	3952	480	876	1458	1164
heiberg-diag-0471	heiberg_1885_v4_1_0078.jpg	2468	3952	156	1320	2082	576
heiberg-diag-0472	heiberg_1885_v4_1_0080.jpg	2468	3952	786	1188	834	774
heiberg-diag-0499	heiberg_1885_v4_1_0182.jpg	717	1129	76	462	318	332
heiberg-diag-0449	heiberg_1885_v4_1_0026.jpg	2468	3952	156	1272	486	648
heiberg-diag-0511	heiberg_1885_v4_1_0242.jpg	2468	3952	102	1074	714	618
heiberg-diag-0448	heiberg_1885_v4_1_0024.jpg	2468	3952	192	1554	504	540
heiberg-diag-0509	heiberg_1885_v4_1_0236.jpg	2468	3952	792	996	732	594
heiberg-diag-0508	heiberg_1885_v4_1_0232.jpg	2468	3952	162	1974	1194	420
heiberg-diag-0466	heiberg_1885_v4_1_0066.jpg	2468	3952	174	2094	1182	636
heiberg-diag-0465	heiberg_1885_v4_1_0064.jpg	2468	3952	180	1788	960	942
heiberg-diag-0476	heiberg_1885_v4_1_0094.jpg	2468	3952	264	1332	1758	882
heiberg-diag-0487	heiberg_1885_v4_1_0130.jpg	2468	3952	84	570	1218	1338
heiberg-diag-0524	heiberg_1885_v4_1_0296.jpg	2468	3952	156	1710	1410	1218
heiberg-diag-0525	heiberg_1885_v4_1_0302.jpg	2468	3952	114	1770	864	960
heiberg-diag-0464	heiberg_1885_v4_1_0062.jpg	2468	3952	186	1398	762	606
heiberg-diag-0546	heiberg_1885_v4_1_0394.jpg	2468	3952	636	762	1170	210
heiberg-diag-0535	heiberg_1885_v4_1_0356.jpg	2468	3952	696	702	1068	1068
heiberg-diag-0526	heiberg_1885_v4_1_0304.jpg	2468	3952	222	1560	948	1356
heiberg-diag-0516	heiberg_1885_v4_1_0272.jpg	2468	3952	210	792	870	900
heiberg-diag-0533	heiberg_1885_v4_1_0338.jpg	2468	3952	216	906	1134	1440
heiberg-diag-0452	heiberg_1885_v4_1_0034.jpg	2468	3952	156	672	762	750
