primary id	primary id type	additional ids (id|type;etc)	primary title	other titles (title|type;etc)	author	author term of address	author date(s)	authority;authorityURI;valueURI	editor or translator	name	term of address	date(s)	authority;authorityURI;valueURI	editor or translator	name	term of address	date(s)	authority;authorityURI;valueURI	editor or translator	name	term of address	date(s)	authority;authorityURI;valueURI	manuscript? (t/f)	country code	city	publisher	dateIssued	dateCreated	dateModified	edition	text language code	other languages (lang code|objectPart;)	extent desc.	page start	page end	page range	Topics, ; separated	series title	online location (label|url;etc)	physical location (type|name;etc.)	shelf locator	notes	table of contents	multivolume? (t/f)
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1816_grc1|cts urn;urn:cite:ogl:1816grclatfre1|cite urn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	François Peyrard			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/32074253/											f			(Paris: C. F. Patris),(Paris: L'Auteur),(Paris: Treuttel et Wurtz),(Paris: Firmin Didot),(Paris: Madame veuve Courcier)	1816				grc	lat|text;fre|text					Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Google Books|https://books.google.de/books?id=qK1AAAAAcAAJ				8-10	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1816_lat1|cts urn;urn:cite:ogl:1816grclatfre1|cite urn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	translator	François Peyrard			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/32074253/											f			(Paris: C. F. Patris),(Paris: L'Auteur),(Paris: Treuttel et Wurtz),(Paris: Firmin Didot),(Paris: Madame veuve Courcier)	1816				lat	grc|text;fre|text					Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Google Books|https://books.google.de/books?id=qK1AAAAAcAAJ				8-10	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1816_fre1|cts urn;urn:cite:ogl:1816grclatfre1|cite urn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	translator	François Peyrard			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/32074253/											f			(Paris: C. F. Patris),(Paris: L'Auteur),(Paris: Treuttel et Wurtz),(Paris: Firmin Didot),(Paris: Madame veuve Courcier)	1816				fre	lat|text;grc|text					Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Google Books|https://books.google.de/books?id=qK1AAAAAcAAJ				8-10	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1817_pol1|cts urn;urn:cite:ogl:1817pol1|cite urn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	translator	Józef Czech			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/102066399/											f		Vilnius	Józefa Zawadzkiego Typografa	1817				pol						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Google Books|https://books.google.de/books?id=vaQ-AAAAcAAJ				1-6,11-12	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1818_eng1|cts urn;urn:cite:ogl:1818eng1|cite urn;6718621|oclc	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	John D. Craig			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/85795553/											f		Baltimore	F. Lucas Junior	1818				eng						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		HathiTrust|babel.hathitrust.org/cgi/pt?id=nyp.33433062766617				1-6	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1818_ger1|cts urn;urn:cite:ogl:1818ger1|cite urn;17545603|oclc	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	translator	Johann Friedrich Lorenz			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/276775172/											f			die Buchhandlung des Hallischen Waisenhauses	1818				ger						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		HathiTrust|babel.hathitrust.org/cgi/pt?id=inu.30000115432571				1-15	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1818_ger2|cts urn;urn:cite:ogl:1818ger2|cite urn;9073479|oclc	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	translator	Johann Friedrich Lorenz			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/276775172/											f			die Buchhandlung des Hallischen Waisenhauses	1818				ger						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		HathiTrust|babel.hathitrust.org/cgi/pt?id=chi.48683012				1-6,11-12	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1818_grc1|cts urn;urn:cite:ogl:1818grclatfre1|cite urn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	François Peyrard			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/32074253/											f		Paris	C. F. Patris	1818				grc	lat|text;fre|text					Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Google Books|https://books.google.de/books?id=82hJAAAAcAAJ				11-13	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1818_lat1|cts urn;urn:cite:ogl:1818grclatfre1|cite urn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	translator	François Peyrard			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/32074253/											f		Paris	C. F. Patris	1818				lat	grc|text;fre|text					Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Google Books|https://books.google.de/books?id=82hJAAAAcAAJ				11-13	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1818_fre1|cts urn;urn:cite:ogl:1818grclatfre1|cite urn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	translator	François Peyrard			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/32074253/											f		Paris	C. F. Patris	1818				fre	lat|text;grc|text					Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Google Books|https://books.google.de/books?id=82hJAAAAcAAJ				11-13	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1818_ita1|cts urn;urn:cite:ogl:1818ita1|cite urn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	Vincenzo Flauti			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/54016266/											f		Naples	Tipografia della Reale Academia di Marina	1818				ita						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Google Books|https://books.google.de/books?id=DI0bsb_dJm0C				1-6,11-12	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1819_eng1|cts urn;urn:cite:ogl:1819eng1|cite urn;9357424|oclc;ark:/13960/t20c5965v|identifier-ark;32001492|lccn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	John Playfair			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/15552516/											f			Lippincott, Grambo & Co.	1819				eng						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Internet Archive|https://archive.org/details/elementsgeometr03euclgoog;Google Books|https://books.google.de/books?id=93sAAAAAMAAJ;WorldCat|http://www.worldcat.org/oclc/9357424				1-6	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1819_eng2|cts urn;urn:cite:ogl:1819eng2|cite urn;1966618|oclc;ark:/13960/t89g5p81v|identifier-ark	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	John Playfair			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/15552516/											f		New York	W. E. Dean	1819				eng						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Internet Archive|https://archive.org/details/elementsgeometr02euclgoog;Google Books|https://books.google.de/books?id=3YAAAAAAMAAJ;WorldCat|http://www.worldcat.org/oclc/1966618;Internet Archive|https://archive.org/details/elementsgeometr01playgoog;Google Books|https://books.google.de/books?id=KykAAAAAYAAJ;WorldCat|http://www.worldcat.org/oclc/9357424				1-6	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1821_eng1|cts urn;urn:cite:ogl:1821eng1|cite urn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097																f		Dublin	P. Byrne [etc.]	1821				eng						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Google Books|https://books.google.de/books?id=-YUdTJ55ezkC				1-3	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1821_eng2|cts urn;urn:cite:ogl:1821eng2|cite urn;7346675|oclc;ark:/13960/t9v125f1h|identifier-ark;03021837|lccn6777530|oclc	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	translator	Robert Simson			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/61632691/											f		Philadelphia	Rovert Desilver, Thomas Desilver	1821				eng						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Internet Archive|https://archive.org/details/elementseuclidv00simsgoog;Google Books|https://books.google.de/books?id=ZacAAAAAMAAJ;HathiTrust|babel.hathitrust.org/cgi/pt?id=nyp.33433069105918;WorldCat|http://www.worldcat.org/oclc/7346675				1-6,11-12	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1822_eng1|cts urn;urn:cite:ogl:1822eng1|cite urn;39493536|oclc	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097																f		Dublin	Richard Milliken	1822			7	eng						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		HathiTrust|babel.hathitrust.org/cgi/pt?id=nyp.33433069105439				1-6	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1824_grc1|cts urn;urn:cite:ogl:18241|cite urn;39493007|oclc	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	Ioannes Guilelmus Camerer			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/94071735/	editor	Carolus Fridericus Hauber			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/283201362/						f		Berlin	Sumtibus G. Reimeri	1824				grc	lat|text					Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		HathiTrust|babel.hathitrust.org/cgi/pt?id=nyp.33433069105454				1-3	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1824_lat1|cts urn;urn:cite:ogl:18241|cite urn;39493007|oclc	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	Ioannes Guilelmus Camerer			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/94071735/	editor	Carolus Fridericus Hauber			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/283201362/						f		Berlin	Sumtibus G. Reimeri	1824				lat	grc|text					Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		HathiTrust|babel.hathitrust.org/cgi/pt?id=nyp.33433069105454				1-3	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1824_ger1|cts urn;urn:cite:ogl:1824ger1|cite urn;38706363|oclc;ark:/13960/t9h41rp8m|identifier-ark	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	translator	Johann Friedrich Lorenz			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/276775172/											f		Halle	die Buchhandlung des Waisenhauses	1824				ger						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Internet Archive|https://archive.org/details/euklidselemente00euklgoog;Google Books|https://books.google.de/books?id=uxgPAAAAIAAJ;WorldCat|http://www.worldcat.org/oclc/38706363;HathiTrust|babel.hathitrust.org/cgi/pt?id=uc1.b4249172				1-15	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1824_grc2|cts urn;urn:cite:ogl:1824grclat1|cite urn;8020067|oclc;ark:/13960/t07w6t57r|identifier-ark;42034842|lccn8020067|oclc;42034842|lccn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	Ioannes Guilelmus Camerer			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/94071735/	editor	Carolus Fridericus Hauber			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/283201362/						f		Berlin	Sumtibus G. Reimeri	1824				grc	lat|text					Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Internet Archive|https://archive.org/details/euclidiselement00haubgoog;Google Books|https://books.google.de/books?id=Ap4AAAAAYAAJ;HathiTrust|babel.hathitrust.org/cgi/pt?id=hvd.hxkiiy;WorldCat|http://www.worldcat.org/oclc/8020067				1-3	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1824_lat2|cts urn;urn:cite:ogl:1824grclat1|cite urn;8020067|oclc;ark:/13960/t07w6t57r|identifier-ark;42034842|lccn8020067|oclc;42034842|lccn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	Ioannes Guilelmus Camerer			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/94071735/	editor	Carolus Fridericus Hauber			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/283201362/						f		Berlin	Sumtibus G. Reimeri	1824				lat	grc|text					Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Internet Archive|https://archive.org/details/euclidiselement00haubgoog;Google Books|https://books.google.de/books?id=Ap4AAAAAYAAJ;HathiTrust|babel.hathitrust.org/cgi/pt?id=hvd.hxkiiy;WorldCat|http://www.worldcat.org/oclc/8020067				1-3	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1824_grc3|cts urn;urn:cite:ogl:1824grclat1_v1|cite urn;36784929|oclc	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	Ioannes Guilelmus Camerer			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/94071735/	editor	Carolus Fridericus Hauber			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/283201362/						f		Berlin	Sumtibus G. Reimeri	1824				grc	lat|text					Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		HathiTrust|babel.hathitrust.org/cgi/pt?id=nnc1.0035541830;HathiTrust|babel.hathitrust.org/cgi/pt?id=hvd.hxkiiz;Internet Archive|https://archive.org/details/euclidiselement02haubgoog;Google Books|https://books.google.de/books?id=oadJAAAAMAAJ;HathiTrust|babel.hathitrust.org/cgi/pt?id=mdp.39015068058026;WorldCat|http://www.worldcat.org/oclc/08020067;Google Books|https://books.google.de/books?id=4WIUAAAAQAAJ;HathiTrust|babel.hathitrust.org/cgi/pt?id=uc1.$b419149;HathiTrust|babel.hathitrust.org/cgi/pt?id=njp.32101058463462				1-3	t
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1824_lat3|cts urn;urn:cite:ogl:1824grclat1_v1|cite urn;36784929|oclc	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	Ioannes Guilelmus Camerer			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/94071735/	editor	Carolus Fridericus Hauber			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/283201362/						f		Berlin	Sumtibus G. Reimeri	1824				lat	grc|text					Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		HathiTrust|babel.hathitrust.org/cgi/pt?id=nnc1.0035541830;HathiTrust|babel.hathitrust.org/cgi/pt?id=hvd.hxkiiz;Internet Archive|https://archive.org/details/euclidiselement02haubgoog;Google Books|https://books.google.de/books?id=oadJAAAAMAAJ;HathiTrust|babel.hathitrust.org/cgi/pt?id=mdp.39015068058026;WorldCat|http://www.worldcat.org/oclc/08020067;Google Books|https://books.google.de/books?id=4WIUAAAAQAAJ;HathiTrust|babel.hathitrust.org/cgi/pt?id=uc1.$b419149;HathiTrust|babel.hathitrust.org/cgi/pt?id=njp.32101058463462				1-3	t
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1824_grc3|cts urn;urn:cite:ogl:1824grclat1_v2|cite urn;8020067|oclc;ark:/13960/t2v415257|identifier-ark;42034842|lccn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	Ioannes Guilelmus Camerer			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/94071735/	editor	Carolus Fridericus Hauber			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/283201362/						f		Berlin	Sumtibus G. Reimeri	1825				grc	lat|text					Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Internet Archive|https://archive.org/details/euclidiselement01haubgoog;Google Books|https://books.google.de/books?id=VJ4AAAAAYAAJ;WorldCat|http://www.worldcat.org/oclc/8020067;HathiTrust|babel.hathitrust.org/cgi/pt?id=njp.32101058463470;HathiTrust|babel.hathitrust.org/cgi/pt?id=nyp.33433069105447;Internet Archive|https://archive.org/details/elementagrceetl00euclgoog;Google Books|https://books.google.de/books?id=ingAAAAAMAAJ				4-6	t
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1824_lat3|cts urn;urn:cite:ogl:1824grclat1_v2|cite urn;8020067|oclc;ark:/13960/t2v415257|identifier-ark;42034842|lccn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	Ioannes Guilelmus Camerer			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/94071735/	editor	Carolus Fridericus Hauber			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/283201362/						f		Berlin	Sumtibus G. Reimeri	1825				lat	grc|text					Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Internet Archive|https://archive.org/details/euclidiselement01haubgoog;Google Books|https://books.google.de/books?id=VJ4AAAAAYAAJ;WorldCat|http://www.worldcat.org/oclc/8020067;HathiTrust|babel.hathitrust.org/cgi/pt?id=njp.32101058463470;HathiTrust|babel.hathitrust.org/cgi/pt?id=nyp.33433069105447;Internet Archive|https://archive.org/details/elementagrceetl00euclgoog;Google Books|https://books.google.de/books?id=ingAAAAAMAAJ				4-6	t
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1825_eng1|cts urn;urn:cite:ogl:1825eng1|cite urn;8568385|oclc;03019374|lccn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	translator	Robert Simson			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/61632691/											f		Philadelphia	Thomas Desilver, Robert Desilver	1825				eng						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		HathiTrust|babel.hathitrust.org/cgi/pt?id=inu.30000011423021				1-6,11-12	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1825_ger1|cts urn;urn:cite:ogl:1825ger1|cite urn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	translator	Johann Friedrich Lorenz			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/276775172/											f		Halle	die Buchhandlung des Waisenhauses	1825				ger						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Google Books|https://books.google.de/books?id=Kns-AAAAcAAJ				1-6,11-12	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1825_grc1|cts urn;urn:cite:ogl:1825grc1|cite urn;40145922|oclc	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	François Peyrard			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/32074253/	editor	D. I. G. C. Neide									f		Halle	Sumtibus Librariae Gebauerianae	1825				grc						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		HathiTrust|babel.hathitrust.org/cgi/pt?id=njp.32101058458512;HathiTrust|babel.hathitrust.org/cgi/pt?id=nyp.33433087574376;HathiTrust|babel.hathitrust.org/cgi/pt?id=mdp.39015063888948;Google Books|https://books.google.de/books?id=xuBYAAAAcAAJ;Google Books|https://books.google.de/books?id=7Hg-AAAAcAAJ;Internet Archive|https://archive.org/details/elementorumsexl00euclgoog;Google Books|https://books.google.de/books?id=Jaw2AAAAMAAJ;WorldCat|http://www.worldcat.org/oclc/66287980				1-6,11-12	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1825_grc2|cts urn;urn:cite:ogl:1825grclat1|cite urn;36784929|oclc	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	Ioannes Guilelmus Camerer			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/94071735/	editor	Carolus Fridericus Hauber			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/283201362/						f		Berlin	Sumtibus G. Reimeri	1825				grc	lat|text					Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		HathiTrust|babel.hathitrust.org/cgi/pt?id=nnc1.0035541849				4-6	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1825_lat1|cts urn;urn:cite:ogl:1825grclat1|cite urn;36784929|oclc	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	Ioannes Guilelmus Camerer			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/94071735/	editor	Carolus Fridericus Hauber			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/283201362/						f		Berlin	Sumtibus G. Reimeri	1825				lat	grc|text					Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		HathiTrust|babel.hathitrust.org/cgi/pt?id=nnc1.0035541849				4-6	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1825_ita1|cts urn;urn:cite:ogl:1825ita1|cite urn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	translator	Abate Fazzini														f		Naples	Tipografia di C. Cataneo	1825				ita						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Google Books|https://books.google.de/books?id=OztgiusnDwkC;Google Books|https://books.google.de/books?id=wJn6kQuL-y4C				11-12	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1826_eng1|cts urn;urn:cite:ogl:1826eng1|cite urn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	translator	George Phillips			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/32338221/	translator	François Peyrard			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/32074253/						f		London	Baldwin, Cradock, and Joy	1826				eng						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Google Books|https://books.google.de/books?id=HuoDAAAAQAAJ				1-6	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1826_eng2|cts urn;urn:cite:ogl:1826eng2|cite urn;54063671|oclc	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	John Sturgeon Mackay			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/48278721/											f		Toronto	Rose Publishing Company [etc.]	1826				eng						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		HathiTrust|babel.hathitrust.org/cgi/pt?id=ien.35556034855312				1-6	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1826_eng3|cts urn;urn:cite:ogl:1826eng3|cite urn;ark:/13960/t1wd3wm1q|identifier-ark	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	John Playfair			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/15552516/											f		Edinburgh	Bell & Bradfute [etc.]	1826			7	eng						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Internet Archive|https://archive.org/details/elementsgeometr07euclgoog;Google Books|https://books.google.de/books?id=-kVc3X3C9iYC				1-6	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1826_eng4|cts urn;urn:cite:ogl:1826eng4|cite urn;ark:/13960/t3jw90r4r|identifier-ark	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	John Playfair			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/15552516/											f		Philadelphia	Marot & Walter	1826				eng						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Internet Archive|https://archive.org/details/elementsofgeomet00play				1-6	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1826_eng5|cts urn;urn:cite:ogl:1826eng5|cite urn;1966618|oclc;ark:/13960/t3ws8t519|identifier-ark;236086226|oclc	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	translator	George Phillips			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/32338221/	editor	François Peyrard			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/32074253/						f			Baldwin, Cradock, and Joy	1826				eng						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Internet Archive|https://archive.org/details/elementsgeometr00philgoog;Google Books|https://books.google.de/books?id=dHX5LCecXekC;HathiTrust|babel.hathitrust.org/cgi/pt?id=hvd.32044024497174;WorldCat|http://www.worldcat.org/oclc/1966618				1-6	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1826_grc1|cts urn;urn:cite:ogl:1826grc1_v1|cite urn;18882870|oclc	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	Ernst Ferdinand August														f		Berlin	T. Trautweinii [etc.]	1826				grc						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Google Books|https://books.google.de/books?id=G3s-AAAAcAAJ;Internet Archive|https://archive.org/details/elementa00eucl;HathiTrust|babel.hathitrust.org/cgi/pt?id=hvd.32044036455731				1-9	t
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1826_grc1|cts urn;urn:cite:ogl:1826grc1_v2|cite urn;18882870|oclc	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	Ernst Ferdinand August														f			T. Trautweinii [etc.]	1829				grc						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Google Books|https://books.google.de/books?id=Qns-AAAAcAAJ;HathiTrust|babel.hathitrust.org/cgi/pt?id=hvd.32044055064778				10-13	t
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1826_ita1|cts urn;urn:cite:ogl:1826ita1|cite urn	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	editor	Benvenuto Perrone														f		Naples	Stamperia di Francesco Fernandes	1826				ita						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Google Books|https://books.google.de/books?id=Ie2z_xzskkMC				11-12	f
tlg1799.tlg001	tlg	urn:cts:greekLit:tlg1799.tlg001.1827_eng1|cts urn;urn:cite:ogl:1827eng1|cite urn;66741202|oclc;ark:/13960/t57d2w86g|identifier-ark;66741202|oclc	Elements		Euclid			viaf;http://viaf.org/viaf/;https://viaf.org/viaf/176184097	translator	Robert Simson			viaf;https://viaf.org/viaf/;https://viaf.org/viaf/61632691/											f		London	J. Collingwood [etc.]	1827			22	eng						Geometry.;Geometry -- Early works to 1800.;Mathematics, Greek.		Internet Archive|https://archive.org/details/elementseuclide00robegoog;Google Books|https://books.google.de/books?id=GM82AAAAMAAJ;HathiTrust|babel.hathitrust.org/cgi/pt?id=mdp.39015063898533;WorldCat|http://www.worldcat.org/oclc/66741202;HathiTrust|babel.hathitrust.org/cgi/pt?id=nnc1.0031469698				1-6,11-12	f
