Current Perseus ID	Numbering in work	Page	Link	Temp PNG File	PDF Page	Coords
Euc. 10.Prop 3.113	10.prop.					
Euc. 10.Prop 3.114	10.prop.					
Euc. 10.Prop 3.115	10.prop.					
Euc. 11.Prop.1						
Euc. 11.Prop.2						
Euc. 11.Prop.3						
Euc. 11.Prop.4						
Euc. 11.Prop.5						
Euc. 11.Prop.6						
Euc. 11.Prop.7						
Euc. 11.Prop.8						
Euc. 11.Prop.9						
Euc. 11.Prop.10						
Euc. 11.Prop.11						
Euc. 11.Prop.12						
Euc. 11.Prop.13						
Euc. 11.Prop.14						
Euc. 11.Prop.15						
Euc. 11.Prop.16						
Euc. 11.Prop.17						
Euc. 11.Prop.18						
Euc. 11.Prop.19						
Euc. 11.Prop.20						
Euc. 11.Prop.21						
Euc. 11.Prop.22						
Euc. 11.Prop.23						
Euc. 11.Prop.24						
Euc. 11.Prop.25						
Euc. 11.Prop.26						
Euc. 11.Prop.27						
Euc. 11.Prop.28						
Euc. 11.Prop.29						
Euc. 11.Prop.30						
Euc. 11.Prop.31						
Euc. 11.Prop.32						
Euc. 11.Prop.33						
Euc. 11.Prop.34						
Euc. 11.Prop.35						
Euc. 11.Prop.36						
Euc. 11.Prop.37						
Euc. 11.Prop.38						
Euc. 11.Prop.39						
Euc. 12.Prop.1						
Euc. 12.Prop.2						
Euc. 12.Prop.3						
Euc. 12.Prop.4						
Euc. 12.Prop.5						
Euc. 12.Prop.6						
						
Euc. 12.Prop.8						
Euc. 12.Prop.9						
Euc. 12.Prop.10						
Euc. 12.Prop.11						
Euc. 12.Prop.12						
Euc. 12.Prop.13						
Euc. 12.Prop.14						
Euc. 12.Prop.15						
Euc. 12.Prop.16						
Euc. 12.Prop.17						
Euc. 12.Prop.18						
Euc. 13.Prop.1						
Euc. 13.Prop.2						
Euc. 13.Prop.3						
Euc. 13.Prop.4						
						
Euc. 13.Prop.6						
Euc. 13.Prop.7						
Euc. 13.Prop.8						
Euc. 13.Prop.9						
Euc. 13.Prop.10						
Euc. 13.Prop.11						
Euc. 13.Prop.12						
Euc. 13.Prop.13						
Euc. 13.Prop.14						
Euc. 13.Prop.15						
Euc. 13.Prop.16						
Euc. 13.Prop.17						
Euc. 13.Prop.18						
