MS URN	Description	Print Location	Online Location
urn:cite:ogl:florence_2968_2	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 47	
urn:cite:ogl:cambridge_504_271	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 48	
urn:cite:ogl:hildesheim_744	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 49	
urn:cite:ogl:florence_convsopprj_i_32	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 49	
urn:cite:ogl:copenhagen_gks277	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 51	
urn:cite:ogl:leipzig_repi68c	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 52	
urn:cite:ogl:london_burney275	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 53	
urn:cite:ogl:london_add33381	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 54	
urn:cite:ogl:london_royal10avii	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 54	
urn:cite:ogl:london_royal15axxvii	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 54	
urn:cite:ogl:london_royal15biv	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 55	
urn:cite:ogl:london_sloane1044	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 55	
urn:cite:ogl:lincolnshire_238	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 56	
urn:cite:ogl:munich_clm14353	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 56	
urn:cite:ogl:munich_clm3523	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 57	
urn:cite:ogl:munich_clm4377	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 58	
urn:cite:ogl:munich_clm26889	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 59	
urn:cite:ogl:munich_clm23511	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 59	
urn:cite:ogl:munich_clm13021	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 60	
urn:cite:ogl:munich_clm14111	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 61	
urn:cite:ogl:naples_viiic22	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 62	
urn:cite:ogl:oxford_corpuschristi251	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 63	
urn:cite:ogl:oxford_auctf5_28	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 64	
urn:cite:ogl:oxford_auctf5_29	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 67	
urn:cite:ogl:oxford_dorville70	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 67	
urn:cite:ogl:oxford_corpuschristi224	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 68	
urn:cite:ogl:oxford_corpuschristi283	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 68	
urn:cite:ogl:oxford_ashmolean357	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 69	
urn:cite:ogl:oxford_digby174	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 70	
urn:cite:ogl:prague_iii_h_19	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 71	
urn:cite:ogl:paris_latin7292	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 71	
urn:cite:ogl:paris_latin7374	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 72	
urn:cite:ogl:paris_latin7374a	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 73	
urn:cite:ogl:paris_latin7420a	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 73	
urn:cite:ogl:paris_latin11245	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 75	
urn:cite:ogl:paris_latin16647	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 75	
urn:cite:ogl:london_royalsociety28	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 76	
urn:cite:ogl:london_sloane285	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 76	
urn:cite:ogl:oxford_trinity47	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 77	
urn:cite:ogl:vatican_reglat1137	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 78	
urn:cite:ogl:venice_332	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 78	
urn:cite:ogl:vienna_83han	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 80	
urn:cite:ogl:vatican_ottlat1862	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 80	
urn:cite:ogl:wolfenbüttel_guelf51_9aug	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 81	
urn:cite:ogl:worcester_q89	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 82	
urn:cite:ogl:wroclaw_milii10	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 82	
urn:cite:ogl:cambridge_add6866	Busard, H. L. L. "Campanus of Novara and Euclid's Elements." 2005.	p. 46	
urn:cite:ogl:florence_ magliabecch_xi_112	Busard, H. L. L. "Campanus of Novara and Euclid's Elements." 2005.	p. 46	
urn:cite:ogl:madrid_8989	Busard, H. L. L. "Campanus of Novara and Euclid's Elements." 2005.	p. 46	
urn:cite:ogl:munich_clm28209	Busard, H. L. L. "Campanus of Novara and Euclid's Elements." 2005.	p. 46	
urn:cite:ogl:newyork_plimpton156	Busard, H. L. L. "Campanus of Novara and Euclid's Elements." 2005.	p. 46	
urn:cite:ogl:newyork_plimpton165	Busard, H. L. L. "Campanus of Novara and Euclid's Elements." 2005.	p. 46	
urn:cite:ogl:oxford_archseldenb13	Busard, H. L. L. "Campanus of Novara and Euclid's Elements." 2005.	p. 47	
urn:cite:ogl:oxford_savile19	Busard, H. L. L. "Campanus of Novara and Euclid's Elements." 2005.	p. 47	
urn:cite:ogl:paris_latin16197	Busard, H. L. L. "Campanus of Novara and Euclid's Elements." 2005.	p. 47	
urn:cite:ogl:salamanca_2624	Busard, H. L. L. "Campanus of Novara and Euclid's Elements." 2005.	p. 47	
urn:cite:ogl:bonn_s73	Busard, H. L. L. "A Thirteenth-Century Adaption of Robert of Chester's Version of Euclid's Elements." 1996.	p. 32	
urn:cite:ogl:pistoia_fabroniana315	Busard, H. L. L. "A Thirteenth-Century Adaption of Robert of Chester's Version of Euclid's Elements." 1996.	p. 32	
urn:cite:ogl:paris_latin7292	Busard, H. L. L. "A Thirteenth-Century Adaption of Robert of Chester's Version of Euclid's Elements." 1996.	p. 34	
urn:cite:ogl:vatican_reglat1268	Busard, H. L. L. "A Thirteenth-Century Adaption of Robert of Chester's Version of Euclid's Elements." 1996.	p. 35	
urn:cite:ogl:vienna_5304han	Busard, H. L. L. "A Thirteenth-Century Adaption of Robert of Chester's Version of Euclid's Elements." 1996.	p. 37	
urn:cite:ogl:paris_latin7373	Busard, H. L. L. "The Mediaeval Latin Translation of Euclid's Elements made directly from the Greek." 1987.	p. 21	
urn:cite:ogl:florence_c_i_448	Busard, H. L. L. "The Mediaeval Latin Translation of Euclid's Elements made directly from the Greek." 1987.	p. 23	
urn:cite:ogl:oxford_balliol257	Busard, H. L. L. "Johannes de Tinemue's redaction of Euclid's Elements, the so-called Adelard III version." 2001.	p. 19	
urn:cite:ogl:boston_24	Busard, H. L. L. "Johannes de Tinemue's redaction of Euclid's Elements, the so-called Adelard III version." 2001.	p. 20	
urn:cite:ogl:london_burney275	Busard, H. L. L. "Johannes de Tinemue's redaction of Euclid's Elements, the so-called Adelard III version." 2001.	p. 20	
urn:cite:ogl:london_royal15biv	Busard, H. L. L. "Johannes de Tinemue's redaction of Euclid's Elements, the so-called Adelard III version." 2001.	p. 21	
urn:cite:ogl:oxford_dorville70	Busard, H. L. L. "Johannes de Tinemue's redaction of Euclid's Elements, the so-called Adelard III version." 2001.	p. 22	
urn:cite:ogl:oxford_digby174	Busard, H. L. L. "Johannes de Tinemue's redaction of Euclid's Elements, the so-called Adelard III version." 2001.	p. 22	
urn:cite:ogl:paris_latin16648	Busard, H. L. L. "Johannes de Tinemue's redaction of Euclid's Elements, the so-called Adelard III version." 2001.	p. 24	
urn:cite:ogl:venice_332	Busard, H. L. L. "Johannes de Tinemue's redaction of Euclid's Elements, the so-called Adelard III version." 2001.	p. 25	
urn:cite:ogl:vienna_83han	Busard, H. L. L. "Johannes de Tinemue's redaction of Euclid's Elements, the so-called Adelard III version." 2001.	p. 27	
urn:cite:ogl:bologna_a18	Heiberg, I. L. and Menge, H. "Euclidis opera omnia." Vol 1. 1883.	p. ix	https://archive.org/stream/euclidisoperaomn01eucluoft#page/viii/mode/2up
urn:cite:ogl:bologna_a19	Heiberg, I. L. and Menge, H. "Euclidis opera omnia." Vol 1. 1883.	p. ix	https://archive.org/stream/euclidisoperaomn01eucluoft#page/viii/mode/2up
urn:cite:ogl:oxford_dorville301	Heiberg, I. L. and Menge, H. "Euclidis opera omnia." Vol 1. 1883.	p. viii	https://archive.org/stream/euclidisoperaomn01eucluoft#page/viii/mode/2up
urn:cite:ogl:florence_plut2803	Heiberg, I. L. and Menge, H. "Euclidis opera omnia." Vol 1. 1883.	p. ix	https://archive.org/stream/euclidisoperaomn01eucluoft#page/viii/mode/2up
urn:cite:ogl:london_add17211	Heiberg, I. L. and Menge, H. "Euclidis opera omnia." Vol 4. 1885.	p. vi	https://archive.org/stream/euclidisoperaom00unkngoog#page/n11/mode/2up
urn:cite:ogl:paris_grec2466	Heiberg, I. L. and Menge, H. "Euclidis opera omnia." Vol 1. 1883.	p. ix	https://archive.org/stream/euclidisoperaomn01eucluoft#page/viii/mode/2up
urn:cite:ogl:vatican_vatgr190	Heiberg, I. L. and Menge, H. "Euclidis opera omnia." Vol 1. 1883.	p. viii	https://archive.org/stream/euclidisoperaomn01eucluoft#page/viii/mode/2up
urn:cite:ogl:vienna_philgr31han	Heiberg, I. L. and Menge, H. "Euclidis opera omnia." Vol 1. 1883.	p. ix	https://archive.org/stream/euclidisoperaomn01eucluoft#page/viii/mode/2up
urn:cite:ogl:vatican_vatgr1038	Heiberg, I. L. and Menge, H. "Euclidis opera omnia." Vol 5. 1888.	p. v	https://archive.org/stream/euclidisoperaom00marigoog#page/n7/mode/2up
urn:cite:ogl:munich_graec427	Heiberg, I. L. and Menge, H. "Euclidis opera omnia." Vol 5. 1888.	p. vi	https://archive.org/stream/euclidisoperaom00marigoog#page/n9/mode/2up
urn:cite:ogl:venice_stmarci303	Heiberg, I. L. and Menge, H. "Euclidis opera omnia." Vol 5. 1888.	p. viii	https://archive.org/stream/euclidisoperaom00marigoog#page/n11/mode/2up
urn:cite:ogl:bamberg_mscclass55	Die Handschriften des 8. bis 11. Jahrhunderts der Staatsbibliothek Bamberg. T. 1: Texte / beschrieben von Gude Suckale-Redlefsen. - Wiesbaden : Harrassowitz, 2004. - (Katalog der illuminierten Handschriften der Staatsbibliothek Bamberg ; 1,1). - ISBN 3-447-05117-5. - S. 61 - 62	p. 61	http://bsbsbb.bsb.lrz-muenchen.de/~db/0000/sbb00000113/pdf/sbb00000113_b.pdf
urn:cite:ogl:bern_299	Hagen, Hermann. "Catalogus codicum bernensium." 1875.	p. 316	https://archive.org/stream/CatalogusCodicumBernHagen/Catalogus_codicum_Berensium_bibliotheca1#page/n393/mode/2up
urn:cite:ogl:bern_87	Burgerbibliothek Bern Online Archives Catalogue		http://katalog.burgerbib.ch/detail.aspx?ID=129185
urn:cite:ogl:bern_87	Hagen, Hermann. "Catalogus codicum bernensium." 1875.	p. 104	https://archive.org/stream/CatalogusCodicumBernHagen/Catalogus_codicum_Berensium_bibliotheca1#page/n181/mode/2up
urn:cite:ogl:bern_87	E-Codices		http://www.e-codices.unifr.ch/en/description/bbb/0087/
urn:cite:ogl:boulognesurmer_196	Catalogue général des manuscrits des bibliothèques publiques de France. Départements. Série in-quarto — Tome IV. Boulogne-sur-Mer 		http://ccfr.bnf.fr/portailccfr/jsp/index_view_direct_anonymous.jsp?record=eadcgm:EADC:D04030518
urn:cite:ogl:cambridge_ffvi32	"A catalogue of the manuscripts preserved in the library of the University of Cambridge. Ed. for the Syndics of the University press." Vol 2. 1856.	p. 534	https://archive.org/stream/cu31924063523165#page/n547/mode/2up
urn:cite:ogl:cambridge_ggi18	"A catalogue of the manuscripts preserved in the library of the University of Cambridge. Ed. for the Syndics of the University press." Vol 3. 1856.	p. 24	https://archive.org/stream/cu31924063523173#page/n37/mode/2up
urn:cite:ogl:cambridge_ggii33	"A catalogue of the manuscripts preserved in the library of the University of Cambridge. Ed. for the Syndics of the University press." Vol 3. 1856.	p. 58	https://archive.org/stream/cu31924063523173#page/n71/mode/2up
urn:cite:ogl:cambridge_ggvi3	"A catalogue of the manuscripts preserved in the library of the University of Cambridge. Ed. for the Syndics of the University press." Vol 3. 1856.	p. 214	https://archive.org/stream/cu31924063523173#page/n227/mode/2up
urn:cite:ogl:cambridge_add3959	University of Cambridge Digital Library		http://cudl.lib.cam.ac.uk/view/MS-ADD-03959/43
urn:cite:ogl:cambridge_tsas144_97	University of Cambridge Digital Library		http://cudl.lib.cam.ac.uk/view/MS-TS-AS-00144-00097/2
urn:cite:ogl:cambridge_504_271	"A descriptive catalogue of the manuscripts in the library of Gonville and Caius College." Vol 2. 1908.	p. 572	https://archive.org/stream/descriptivecatal02gonv#page/572/mode/2up
urn:cite:ogl:cambridge_lat359	hcl.harvard.edu		http://hcl.harvard.edu/libraries/houghton/collections/early_manuscripts/bibliographies/Lat/Lat359.html
urn:cite:ogl:cambridge_r15_14	The James Catalogue Of Western Manuscripts		http://sites.trin.cam.ac.uk/james/viewpage.php?index=1165
urn:cite:ogl:cambridge_ddxii61	"A catalogue of the manuscripts preserved in the library of the University of Cambridge. Ed. for the Syndics of the University press." Vol 1. 1856.	p. 500	https://archive.org/stream/catalogueofmanus01cambuoft#page/500/mode/2up
urn:cite:ogl:copenhagen_arab81	Det Kongelige Bibliotek		http://www.kb.dk/manus/ortsam/2009/okt/orientalia/object57581/en/
urn:cite:ogl:copenhagen_arab81	Catalogue of Oriental Manuscripts in Danish Collections, vol. 5,1 	p. 281	
urn:cite:ogl:copenhagen_gks277	Ellen Jørgensen: Catalogus Codicum Latinorum Medii Ævi Bibliothecæ Regiæ Hafniensis	p. 417	http://www.kb.dk/permalink/2006/manus/699/dan/417/
urn:cite:ogl:copenhagen_nks100	Ellen Jørgensen: Catalogus Codicum Latinorum Medii Ævi Bibliothecæ Regiæ Hafniensis	p. 418	http://www.kb.dk/permalink/2006/manus/699/dan/418/
urn:cite:ogl:dijon_441	Collection de manuscrits		http://patrimoine.bm-dijon.fr/pleade/ead.html?id=FR212316101_collection_manuscrits&c=FR212316101_collection_manuscrits_D11011044
urn:cite:ogl:dresden_db86	SLUB Catalog		http://slubdd.de/katalog?libero_mab215691098
urn:cite:ogl:dunedin_debeer08	"Manuscripts in Special Collections University of Otago."		http://www.otago.ac.nz/library/pdf/Manuscripts_in_Special_Collections.pdf
urn:cite:ogl:erfurt_cafol37	SCHUM, Wilhelm: Beschreibendes Verzeichnis der Amplonianischen Handschriften-Sammlung zu Erfurt. Weidmannsche Buchhandlung, Berlin 1887	p. 30	http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0495_b0030_jpg.htm
urn:cite:ogl:erfurt_cafol375	SCHUM, Wilhelm: Beschreibendes Verzeichnis der Amplonianischen Handschriften-Sammlung zu Erfurt. Weidmannsche Buchhandlung, Berlin 1887	p. 259	http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0495_b0259_jpg.htm
urn:cite:ogl:erfurt_caquart22	SCHUM, Wilhelm: Beschreibendes Verzeichnis der Amplonianischen Handschriften-Sammlung zu Erfurt. Weidmannsche Buchhandlung, Berlin 1887	p. 303	http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0495_b0303_jpg.htm
urn:cite:ogl:erfurt_caquart23	SCHUM, Wilhelm: Beschreibendes Verzeichnis der Amplonianischen Handschriften-Sammlung zu Erfurt. Weidmannsche Buchhandlung, Berlin 1887	p. 304	http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0495_b0304_jpg.htm
urn:cite:ogl:erfurt_caquart344	SCHUM, Wilhelm: Beschreibendes Verzeichnis der Amplonianischen Handschriften-Sammlung zu Erfurt. Weidmannsche Buchhandlung, Berlin 1887	p. 573	http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0495_b0573_jpg.htm
urn:cite:ogl:erfurt_caquart352	SCHUM, Wilhelm: Beschreibendes Verzeichnis der Amplonianischen Handschriften-Sammlung zu Erfurt. Weidmannsche Buchhandlung, Berlin 1887	p. 590	http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0495_b0590_jpg.htm
urn:cite:ogl:erfurt_caquart385	SCHUM, Wilhelm: Beschreibendes Verzeichnis der Amplonianischen Handschriften-Sammlung zu Erfurt. Weidmannsche Buchhandlung, Berlin 1887	p. 641	http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0495_b0641_jpg.htm
urn:cite:ogl:erfurt_caquart387	SCHUM, Wilhelm: Beschreibendes Verzeichnis der Amplonianischen Handschriften-Sammlung zu Erfurt. Weidmannsche Buchhandlung, Berlin 1887	p. 648	http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0495_b0648_jpg.htm
urn:cite:ogl:erlangen_288	FISCHER, Hans: Katalog der Handschriften der Universitätsbibliothek Erlangen. 1. Band: Die Lateinischen Pergamenthandschriften. Erlangen 1928	p. 343	http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0601a_b343_jpg.htm
urn:cite:ogl:florence_cclxxi	Biblioteca Marciana. Venezia - Cataloghi di codici latini. Catalogo del Fondo antico (Zanetti) [comprende codici italiani e francesi]	p. 123	http://cataloghistorici.bdi.sbn.it/file_viewer.php?IDIMG=14773&IDCAT=243&IDGRP=2430007&LEVEL=0&PADRE=&PROV=INT#
urn:cite:ogl:glasgow_gen1115	University of Glasgow Special Collections		http://special.lib.gla.ac.uk/manuscripts/search/detail_c.cfm?ID=326
urn:cite:ogl:halle_stolbwernigza74	SCHIPKE, Renate und Kurt HEYDECK: Handschriftencensus der kleineren Sammlungen in den östlichen Bundesländern Deutschlands: Bestandsaufnahme der ehemaligen Arbeitsstelle ZIH. - Wiesbaden: Harrassowitz, 2000	p. 175	http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0533_a175_jpg.htm
urn:cite:ogl:hildesheim_744	GIERMANN, Renate, u. Helmar HÄRTEL unter Mitarb. von Marina ARNOLD: Handschriften der Dombibliothek zu Hildesheim: Teil 2. Hs 700-1050, St. God. Nr. 1-51, Ps 1-6, J 23-95. - Wiesbaden: Harrassowitz, 1993.	p. 77	http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0242_b077_jpg.htm
urn:cite:ogl:jena_elf67	Collections @ UrMEL		http://archive.thulb.uni-jena.de/hisbest/receive/HisBest_cbu_00015050
urn:cite:ogl:karlsruhe_augperg106	Die Pergamenthandschriften / beschrieben und erl. von Alfred Holder, Neudr. [der Ausg.] Leipzig, Teubner, 1906 mit bibliogr. Nachtr. Wiesbaden: Harrassowitz, 1970 - 1906 (Die Handschriften der Badischen Landesbibliothek in Karlsruhe; 5: Die Reichenauer Handschriften; Bd. 1)	p. 276	http://www.manuscripta-mediaevalia.de/hs/katalogseiten/HSK0720_c276_jpg.htm
urn:cite:ogl:leiden_103	Rijksuniversiteit Groningen Catalogus		http://opc.ub.rug.nl/DB=1/XMLPRS=Y/PPN?PPN=336361661
urn:cite:ogl:leiden_or399	"Rijksuniversiteit Groningen Catalogus." Vol 1. 2007.	p. 185	http://www.islamicmanuscripts.info/inventories/leiden/or01000.pdf
urn:cite:ogl:lincolnshire_238	Thomson, Rodney. "Catalogue of the Manuscripts of Lincoln Cathedral Chapter Library." 1989.	p. 196	
urn:cite:ogl:london_add17211	British Library Digitised Manuscripts		http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_17211
urn:cite:ogl:london_arundel548	British Library Digitised Manuscripts		http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Arundel_MS_548
urn:cite:ogl:london_arundel84	British Library Archives and Manuscripts		http://hviewer.bl.uk/IamsHViewer/Default.aspx?mdark=ark:/81055/vdc_100000000395.0x0003c3
urn:cite:ogl:london_harley6824	A Catalogue of the Harleian Collection of Manuscripts, Volume 2		https://books.google.de/books?id=570xAQAAMAAJ&pg=PA6816&lpg=PA6816&dq=harley+ms.+6824&source=bl&ots=h-_WKqqjk9&sig=NTrhPgA9qgN_S8PynDQwlC_iUYk&hl=en&sa=X&ei=CQo1Vc-4HcWNsAGT74DwCg&redir_esc=y#v=onepage&q=harley%20ms.%206824&f=false
urn:cite:ogl:london_harley5266	British Library Digitised Manuscripts		http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5266
urn:cite:ogl:london_harley5404	British Library Digitised Manuscripts		http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_5404
urn:cite:ogl:london_burney275	Catalogue of manuscripts in the British Museum ; 1,2 	p. 70	http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10800165_00080.html?zoom=0.8500000000000003
urn:cite:ogl:london_add22783	British Library Archives and Manuscripts		http://hviewer.bl.uk/IamsHViewer/Default.aspx?mdark=ark:/81055/vdc_100000000122.0x0000a5
urn:cite:ogl:london_add23387	British Library Search Archives and Manuscripts		http://searcharchives.bl.uk/primo_library/libweb/action/search.do?dscnt=0&frbg=&scp.scps=scope%3A%28BL%29&tab=local&dstmp=1415888527298&srt=rank&ct=search&mode=Basic&dum=true&indx=1&vl(freeText0)=Add+MS+23387&fn=search&vid=IAMS_VU2
urn:cite:ogl:london_add27261	British Library Digitised Manuscripts		http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Add_MS_27261
urn:cite:ogl:london_add32496	British Library Search Archives and Manuscripts		http://searcharchives.bl.uk/primo_library/libweb/action/search.do?dscnt=0&frbg=&scp.scps=scope%3A%28BL%29&tab=local&dstmp=1415888730360&srt=rank&ct=search&mode=Basic&dum=true&indx=1&vl(freeText0)=Add+MS+32496&fn=search&vid=IAMS_VU2
urn:cite:ogl:london_add33381	British Library Search Archives and Manuscripts		http://searcharchives.bl.uk/primo_library/libweb/action/search.do?vid=IAMS_VU2
urn:cite:ogl:london_add34018	British Library Search Archives and Manuscripts		http://searcharchives.bl.uk/primo_library/libweb/action/search.do?vid=IAMS_VU2
urn:cite:ogl:london_arundel339	British Library Archives and Manuscripts		http://hviewer.bl.uk/IamsHViewer/Default.aspx?mdark=ark:/81055/vdc_100000000395.0x0003c3
urn:cite:ogl:london_harley3595	British Library Digitised Manuscripts		http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Harley_MS_3595
urn:cite:ogl:london_lansdowne842b	British Library Archives and Manuscripts		http://hviewer.bl.uk/IamsHViewer/Default.aspx?mdark=ark:/81055/vdc_100000001257.0x000385
urn:cite:ogl:london_royal10avii	British Library Search Archives and Manuscripts		http://searcharchives.bl.uk/primo_library/libweb/action/search.do?vid=IAMS_VU2
urn:cite:ogl:london_royal15axxvii	British Library Search Archives and Manuscripts		http://searcharchives.bl.uk/primo_library/libweb/action/search.do?vid=IAMS_VU2
urn:cite:ogl:london_royal15biv	British Library Search Archives and Manuscripts		http://searcharchives.bl.uk/primo_library/libweb/action/search.do?vid=IAMS_VU2
urn:cite:ogl:london_sloane1025	British Library Archives and Manuscripts		http://hviewer.bl.uk/IamsHViewer/Default.aspx?mdark=ark:/81055/vdc_100000000547.0x00018f
urn:cite:ogl:london_sloane1044	British Library Search Archives and Manuscripts		http://searcharchives.bl.uk/primo_library/libweb/action/search.do?vid=IAMS_VU2
urn:cite:ogl:london_sloane1405	British Library Archives and Manuscripts		http://hviewer.bl.uk/IamsHViewer/Default.aspx?mdark=ark:/81055/vdc_100000000603.0x000049
urn:cite:ogl:london_sloane1440	British Library Archives and Manuscripts		http://hviewer.bl.uk/IamsHViewer/Default.aspx?mdark=ark:/81055/vdc_100000000603.0x00006c
urn:cite:ogl:london_sloane1478	British Library Archives and Manuscripts		http://hviewer.bl.uk/IamsHViewer/Default.aspx?mdark=ark:/81055/vdc_100000000603.0x000093
urn:cite:ogl:london_sloane2130	British Library Archives and Manuscripts		http://hviewer.bl.uk/IamsHViewer/Default.aspx?mdark=ark:/81055/vdc_100000000603.0x000329
