MS URN	Description	Print Location	Online Location
urn:cite:ogl:oxford_archseldenb13	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:oxford_dorville70	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:oxford_douce125	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:oxford_huntington435	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:oxford_lyell52	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:oxford_thurston11	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:oxford_savile19	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:oxford_corpuschristi283	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:padua_lat1077	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:palermo_2qqe98	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_mazarine3635	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_arabe2500	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin10257	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin11245	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin11247	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin12963	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin13020	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin13955	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin14068	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin14080	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin14735	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin16197	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin16198	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin16201	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin16208	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin16646	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin16647	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin16648	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin3411	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin7185	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin7213	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin7214	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin7215	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin7216	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin7216a	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin7292	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin7366	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin7373	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin7374	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin7374a	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin7375	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin7377b	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin7377c	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin7420a	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:paris_latin8671a	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:perugia_f61	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:pommersfelden_230	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:prague_1459	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:prague_ivd5	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:prague_a4	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:prague_iii_h_19	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:prague_ix_c_6	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:prague_viig27	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:princeton_garrett104	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:rabat_1101	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:rabat_5317	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:rampur_arshi200	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:ravenna_136	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:reims_897	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:rome_127	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:rome_f86	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:rostock_philol18	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:salamanca_221	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:salamanca_2624	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:seville_98_27	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:stgallen_sang830	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:admont_fragment4	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:stuttgart_hbxi24	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:tehran_200	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:tehran_3586	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:tehran_2120	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:uppsala_ovet20	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:valenciennes_195	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_archcapspietroh35	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_barblat103	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_barblat92	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_pallat1348	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_reglat1186	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_vatlat7299	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_ottlat1551	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_ottlat1862	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_pallat1349	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_pallat1351	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_pallat1352	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_pallat1354	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_pallat1564	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_reglat1071	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_reglat1137	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_reglat1261	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_reglat1267	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_reglat1268	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_reglat1904	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_reglat1268	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_reglat1268	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_ross579	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_urblat506	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_urblat507	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_vatlat2223	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_vatlat2224	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vatican_vatlat3123	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:venice_77	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:venice_39	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:venice_329	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:venice_332	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:venice_271	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:verona_xl	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vienna_2367han	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vienna_2465han	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vienna_5417han	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vienna_5507han	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vienna_2269han	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vienna_275han	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vienna_4770han	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vienna_5304han	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:vienna_55han	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:wolfenbüttel_guelf105gutlat	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:wolfenbüttel_guelf51_9aug	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:wolfenbüttel_guelf65aug	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:worcester_q89	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:wroclaw_milii10	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:wroclaw_rehdig55	Folkerts, Menso. "Euclid in Medieval Europe." 1989.		http://www.math.ubc.ca/~cass/euclid/folkerts/folkerts.html
urn:cite:ogl:cambridge_add1075	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xxii	
urn:cite:ogl:copenhagen_arab81	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xx	
urn:cite:ogl:dublin_ar3035	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xviii	
urn:cite:ogl:dunedin_debeer08	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xix	
urn:cite:ogl:istanbul_3439	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xvii	
urn:cite:ogl:kabul_297	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xxvii	
urn:cite:ogl:leiden_or399	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xv	
urn:cite:ogl:moscow_c2145	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xvi	
urn:cite:ogl:mumbai_i6	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xxix	
urn:cite:ogl:oxford_huntington435	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xvii	
urn:cite:ogl:oxford_thurston11	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xviii	
urn:cite:ogl:paris_arabe2500	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xxiii	
urn:cite:ogl:paris_hebreu1381	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xxviii	
urn:cite:ogl:paris_persan169	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xxviii	
urn:cite:ogl:qom_6525	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xxviii	
urn:cite:ogl:rabat_1101	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xix	
urn:cite:ogl:rabat_5317	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xxvi	
urn:cite:ogl:rampur_arshi200	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xiii	
urn:cite:ogl:tehran_200	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xxvi	
urn:cite:ogl:tehran_3586	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xii	
urn:cite:ogl:tehran_2120	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xiii	
urn:cite:ogl:uppsala_ovet20	Lo Bello, Anthony. "Gerard of Cremona's Translation of the Commentary of Al-Nayrizi on Book I of Euclid's Elements of Geometry: With an Introductory Account of the Twenty-Two Early Extant Arabic Manuscripts of the Elements." (2003)	p. xiv	
urn:cite:ogl:london_add34018	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 33	
urn:cite:ogl:paris_latin7215	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 34	
urn:cite:ogl:oxford_balliol257	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 36	
urn:cite:ogl:berlin_latqu510	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 36	
urn:cite:ogl:budapest_euclidfolio	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 38	
urn:cite:ogl:cambridge_ddxii61	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 38	
urn:cite:ogl:cambridge_mcclean168	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 38	
urn:cite:ogl:chartres_498	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 39	
urn:cite:ogl:darmstadt_hs739	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 40	
urn:cite:ogl:dresden_db86	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 41	
urn:cite:ogl:exeter_3503	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 43	
urn:cite:ogl:erfurt_caquart352	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 44	
urn:cite:ogl:erfurt_caquart23	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 45	
urn:cite:ogl:oxford_auctf3_13	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 45	
urn:cite:ogl:florence_convsopprj_i_18	Busard, H. L. L. and Folkerts, Menso. "Robert of Chester's (?) Redaction of Euclid's Elements, the so-called Adelard II Version." 1992.	p. 47	
