Current Perseus ID	Numbering in work	Page	Link	Temp PNG File	PDF Page	Coords
Euc. 6.Prop.29	6.prop.	84	http://digital.slub-dresden.de/en/workview/dlf/7154/98/0/			
Euc. 6.Prop.30	6.prop.	85	http://digital.slub-dresden.de/en/workview/dlf/7154/99/0/			
Euc. 6.Prop.31	6.prop.	85	http://digital.slub-dresden.de/en/workview/dlf/7154/99/0/			
Euc. 6.Prop.32	6.prop.	86	http://digital.slub-dresden.de/en/workview/dlf/7154/100/0/			
Euc. 6.Prop.33	6.prop.	86	http://digital.slub-dresden.de/en/workview/dlf/7154/100/0/			
Euc. 7.Prop.1	7.prop.	88	http://digital.slub-dresden.de/en/workview/dlf/7154/102/0/			
Euc. 7.Prop.2	7.prop.	89	http://digital.slub-dresden.de/en/workview/dlf/7154/103/0/			
Euc. 7.Prop.3	7.prop.	89	http://digital.slub-dresden.de/en/workview/dlf/7154/103/0/			
Euc. 7.Prop.4	7.prop.	90	http://digital.slub-dresden.de/en/workview/dlf/7154/104/0/			
Euc. 7.Prop.5	7.prop.	90	http://digital.slub-dresden.de/en/workview/dlf/7154/104/0/			
Euc. 7.Prop.6	7.prop.	91	http://digital.slub-dresden.de/en/workview/dlf/7154/105/0/			
Euc. 7.Prop.7	7.prop.	91	http://digital.slub-dresden.de/en/workview/dlf/7154/105/0/			
Euc. 7.Prop.8	7.prop.	91	http://digital.slub-dresden.de/en/workview/dlf/7154/105/0/			
Euc. 7.Prop.9	7.prop.	92	http://digital.slub-dresden.de/en/workview/dlf/7154/106/0/			
Euc. 7.Prop.10	7.prop.	92	http://digital.slub-dresden.de/en/workview/dlf/7154/106/0/			
Euc. 7.Prop.11	7.prop.	93	http://digital.slub-dresden.de/en/workview/dlf/7154/107/0/			
Euc. 7.Prop.12	7.prop.	93	http://digital.slub-dresden.de/en/workview/dlf/7154/107/0/			
Euc. 7.Prop.13	7.prop.	93	http://digital.slub-dresden.de/en/workview/dlf/7154/107/0/			
Euc. 7.Prop.14	7.prop.	93	http://digital.slub-dresden.de/en/workview/dlf/7154/107/0/			
Euc. 7.Prop.15	7.prop.	93	http://digital.slub-dresden.de/en/workview/dlf/7154/107/0/			
Euc. 7.Prop.15	7.prop.	94	http://digital.slub-dresden.de/en/workview/dlf/7154/108/0/			
Euc. 7.Prop.16	7.prop.	94	http://digital.slub-dresden.de/en/workview/dlf/7154/108/0/			
Euc. 7.Prop.17	7.prop.	94	http://digital.slub-dresden.de/en/workview/dlf/7154/108/0/			
Euc. 7.Prop.18	7.prop.	94	http://digital.slub-dresden.de/en/workview/dlf/7154/108/0/			
Euc. 7.Prop.19	7.prop.	95	http://digital.slub-dresden.de/en/workview/dlf/7154/109/0/			
	7.prop.	95	http://digital.slub-dresden.de/en/workview/dlf/7154/109/0/			
Euc. 7.Prop.20	7.prop.	96	http://digital.slub-dresden.de/en/workview/dlf/7154/110/0/			
	7.prop.	96	http://digital.slub-dresden.de/en/workview/dlf/7154/110/0/			
Euc. 7.Prop.21	7.prop.	96	http://digital.slub-dresden.de/en/workview/dlf/7154/110/0/			
Euc. 7.Prop.22	7.prop.	97	http://digital.slub-dresden.de/en/workview/dlf/7154/111/0/			
Euc. 7.Prop.23	7.prop.	97	http://digital.slub-dresden.de/en/workview/dlf/7154/111/0/			
Euc. 7.Prop.24	7.prop.	97	http://digital.slub-dresden.de/en/workview/dlf/7154/111/0/			
Euc. 7.Prop.25	7.prop.	98	http://digital.slub-dresden.de/en/workview/dlf/7154/112/0/			
Euc. 7.Prop.26	7.prop.	98	http://digital.slub-dresden.de/en/workview/dlf/7154/112/0/			
Euc. 7.Prop.27	7.prop.	98	http://digital.slub-dresden.de/en/workview/dlf/7154/112/0/			
Euc. 7.Prop.28	7.prop.	98	http://digital.slub-dresden.de/en/workview/dlf/7154/112/0/			
Euc. 7.Prop.28	7.prop.	99	http://digital.slub-dresden.de/en/workview/dlf/7154/113/0/			
Euc. 7.Prop.29	7.prop.	99	http://digital.slub-dresden.de/en/workview/dlf/7154/113/0/			
Euc. 7.Prop.30	7.prop.	99	http://digital.slub-dresden.de/en/workview/dlf/7154/113/0/			
Euc. 7.Prop.31	7.prop.	99	http://digital.slub-dresden.de/en/workview/dlf/7154/113/0/			
Euc. 7.Prop.32	7.prop.	110	http://digital.slub-dresden.de/en/workview/dlf/7154/114/0/			
Euc. 7.Prop.33	7.prop.	110	http://digital.slub-dresden.de/en/workview/dlf/7154/114/0/			
Euc. 7.Prop.34	7.prop.	101	http://digital.slub-dresden.de/en/workview/dlf/7154/115/0/			
Euc. 7.Prop.35	7.prop.	101	http://digital.slub-dresden.de/en/workview/dlf/7154/115/0/			
Euc. 7.Prop.36	7.prop.	102	http://digital.slub-dresden.de/en/workview/dlf/7154/116/0/			
Euc. 7.Prop.37	7.prop.	102	http://digital.slub-dresden.de/en/workview/dlf/7154/116/0/			
Euc. 7.Prop.38	7.prop.	102	http://digital.slub-dresden.de/en/workview/dlf/7154/116/0/			
Euc. 7.Prop.39	7.prop.	103	http://digital.slub-dresden.de/en/workview/dlf/7154/117/0/			
Euc. 8.Prop.1	8.prop.	103	http://digital.slub-dresden.de/en/workview/dlf/7154/117/0/			
Euc. 8.Prop.2	8.prop.	103	http://digital.slub-dresden.de/en/workview/dlf/7154/117/0/			
Euc. 8.Prop.3	8.prop.	104	http://digital.slub-dresden.de/en/workview/dlf/7154/118/0/			
Euc. 8.Prop.4	8.prop.	105	http://digital.slub-dresden.de/en/workview/dlf/7154/119/0/			
Euc. 8.Prop.5	8.prop.	106	http://digital.slub-dresden.de/en/workview/dlf/7154/120/0/			
Euc. 8.Prop.6	8.prop.	106	http://digital.slub-dresden.de/en/workview/dlf/7154/120/0/			
Euc. 8.Prop.7	8.prop.	107	http://digital.slub-dresden.de/en/workview/dlf/7154/121/0/			
Euc. 8.Prop.8	8.prop.	107	http://digital.slub-dresden.de/en/workview/dlf/7154/121/0/			
Euc. 8.Prop.9	8.prop.	108	http://digital.slub-dresden.de/en/workview/dlf/7154/122/0/			
Euc. 8.Prop.10	8.prop.	108	http://digital.slub-dresden.de/en/workview/dlf/7154/122/0/			
Euc. 8.Prop.10	8.prop.	109	http://digital.slub-dresden.de/en/workview/dlf/7154/123/0/			
Euc. 8.Prop.11	8.prop.	109	http://digital.slub-dresden.de/en/workview/dlf/7154/123/0/			
Euc. 8.Prop.12	8.prop.	110	http://digital.slub-dresden.de/en/workview/dlf/7154/124/0/			
Euc. 8.Prop.13	8.prop.	110	http://digital.slub-dresden.de/en/workview/dlf/7154/124/0/			
Euc. 8.Prop.14	8.prop.	111	http://digital.slub-dresden.de/en/workview/dlf/7154/125/0/			
Euc. 8.Prop.15	8.prop.	111	http://digital.slub-dresden.de/en/workview/dlf/7154/125/0/			
Euc. 8.Prop.16	8.prop.	112	http://digital.slub-dresden.de/en/workview/dlf/7154/126/0/			
Euc. 8.Prop.17	8.prop.	112	http://digital.slub-dresden.de/en/workview/dlf/7154/126/0/			
Euc. 8.Prop.18	8.prop.	112	http://digital.slub-dresden.de/en/workview/dlf/7154/126/0/			
Euc. 8.Prop.19	8.prop.	113	http://digital.slub-dresden.de/en/workview/dlf/7154/127/0/			
Euc. 8.Prop.20	8.prop.	114	http://digital.slub-dresden.de/en/workview/dlf/7154/128/0/			
Euc. 8.Prop.21	8.prop.	114	http://digital.slub-dresden.de/en/workview/dlf/7154/128/0/			
Euc. 8.Prop.22	8.prop.	115	http://digital.slub-dresden.de/en/workview/dlf/7154/129/0/			
Euc. 8.Prop.23	8.prop.	115	http://digital.slub-dresden.de/en/workview/dlf/7154/129/0/			
Euc. 8.Prop.24	8.prop.	115	http://digital.slub-dresden.de/en/workview/dlf/7154/129/0/			
Euc. 8.Prop.25	8.prop.	116	http://digital.slub-dresden.de/en/workview/dlf/7154/130/0/			
Euc. 8.Prop.26	8.prop.	116	http://digital.slub-dresden.de/en/workview/dlf/7154/130/0/			
Euc. 8.Prop.27	8.prop.	116	http://digital.slub-dresden.de/en/workview/dlf/7154/130/0/			
Euc. 9.Prop.1	9.prop.	117	http://digital.slub-dresden.de/en/workview/dlf/7154/131/0/			
Euc. 9.Prop.2	9.prop.	117	http://digital.slub-dresden.de/en/workview/dlf/7154/131/0/			
Euc. 9.Prop.3	9.prop.	117	http://digital.slub-dresden.de/en/workview/dlf/7154/131/0/			
Euc. 9.Prop.4	9.prop.	118	http://digital.slub-dresden.de/en/workview/dlf/7154/132/0/			
Euc. 9.Prop.5	9.prop.	118	http://digital.slub-dresden.de/en/workview/dlf/7154/132/0/			
Euc. 9.Prop.6	9.prop.	118	http://digital.slub-dresden.de/en/workview/dlf/7154/132/0/			
Euc. 9.Prop.7	9.prop.	118	http://digital.slub-dresden.de/en/workview/dlf/7154/132/0/			
Euc. 9.Prop.8	9.prop.	119	http://digital.slub-dresden.de/en/workview/dlf/7154/133/0/			
Euc. 9.Prop.9	9.prop.	119	http://digital.slub-dresden.de/en/workview/dlf/7154/133/0/			
Euc. 9.Prop.10	9.prop.	120	http://digital.slub-dresden.de/en/workview/dlf/7154/134/0/			
