Current Perseus ID	Numbering in work	Folio	Link	Temp PNG File	PDF Page	Coords
Euc. 1.Prop.18	1.prop.18	2v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=8			
Euc. 1.Prop.19	1.prop.19	2v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=8			
Euc. 1.Prop.19	1.prop.19	3r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=9			
Euc. 1.Prop.20	1.prop.20	3r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=9			
Euc. 1.Prop.21	1.prop.21	3r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=9			
Euc. 1.Prop.22	1.prop.22	3r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=9			
Euc. 1.Prop.23	1.prop.23	3r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=9			
Euc. 1.Prop.24	1.prop.24	3r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=9			
Euc. 1.Prop.25	1.prop.25	3r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=9			
Euc. 1.Prop.26	1.prop.26	3r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=9			
Euc. 1.Prop.27	1.prop.27	3r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=9			
Euc. 1.Prop.28	1.prop.28	3r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=9			
Euc. 1.Prop.28	1.prop.28	3v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=10			
Euc. 1.Prop.29	1.prop.29	3v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=10			
	1.prop.30	3v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=10			
Euc. 1.Prop.31	1.prop.31	3v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=10			
Euc. 1.Prop.32	1.prop.32	3v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=10			
Euc. 1.Prop.33	1.prop.33	3v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=10			
Euc. 1.Prop.34	1.prop.34	3v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=10			
Euc. 1.Prop.35	1.prop.35	3v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=10			
Euc. 1.Prop.36	1.prop.36	3v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=10			
Euc. 1.Prop.37	1.prop.37	3v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=10			
Euc. 1.Prop.38	1.prop.38	3v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=10			
Euc. 1.Prop.39	1.prop.39	3v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=10			
Euc. 1.Prop.39	1.prop.39	4r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=11			
Euc. 1.Prop.40	1.prop.40	4r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=11			
Euc. 1.Prop.41	1.prop.41	4r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=11			
Euc. 1.Prop.42	1.prop.42	4r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=11			
Euc. 1.Prop.43	1.prop.43	4r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=11			
Euc. 1.Prop.44	1.prop.44	4r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=11			
Euc. 1.Prop.45	1.prop.45	4r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=11			
Euc. 1.Prop.46	1.prop.46	4r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=11			
Euc. 1.Prop.47	1.prop.47	4r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=11			
Euc. 1.Prop.48	1.prop.48	4r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=11			
Euc. 2.Prop.1	2.prop.1	4r	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=11			
Euc. 2.Prop.1	2.prop.1	4v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=12			
Euc. 2.Prop.2	2.prop.2	4v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=12			
Euc. 2.Prop.3	2.prop.3	4v	http://badigit.comune.bologna.it/books/A18/scorri.asp?direction=next&ID=12			
