Temp ID	Image Path	Image Width	Image Height	X Offset	Y Offset	X Width	Y Height
heiberg-diag-0037	heiberg_1883_v1_1_0103.jpg	1956	3074	30	1206	726	336
heiberg-diag-0098	heiberg_1883_v1_1_0269.jpg	1956	3074	48	480	600	690
heiberg-diag-0121	heiberg_1883_v1_1_0329.jpg	1956	3074	48	300	438	648
heiberg-diag-0008	heiberg_1883_v1_1_0041.jpg	1956	3074	36	1602	696	540
heiberg-diag-0116	heiberg_1883_v1_1_0309.jpg	1956	3074	96	1524	642	654
heiberg-diag-0094	heiberg_1883_v1_1_0257.jpg	1956	3074	90	498	678	624
heiberg-diag-0103	heiberg_1883_v1_1_0277.jpg	1956	3074	90	1914	606	510
heiberg-diag-0029	heiberg_1883_v1_1_0087.jpg	1956	3074	24	684	684	612
heiberg-diag-0071	heiberg_1883_v1_1_0205.jpg	1956	3074	78	1638	912	894
heiberg-diag-0119	heiberg_1883_v1_1_0323.jpg	1956	3074	102	780	558	540
heiberg-diag-0059	heiberg_1883_v1_1_0167.jpg	1956	3074	48	1320	378	516
heiberg-diag-0018	heiberg_1883_v1_1_0061.jpg	1956	3074	48	738	816	486
heiberg-diag-0093	heiberg_1883_v1_1_0255.jpg	1956	3074	462	384	1026	426
heiberg-diag-0096	heiberg_1883_v1_1_0265.jpg	1956	3074	42	1056	528	726
heiberg-diag-0064	heiberg_1883_v1_1_0185.jpg	1956	3074	66	420	594	612
heiberg-diag-0007	heiberg_1883_v1_1_0039.jpg	1956	3074	15	1674	669	537
heiberg-diag-0035	heiberg_1883_v1_1_0099.jpg	1956	3074	72	1260	732	396
heiberg-diag-0041	heiberg_1883_v1_1_0111.jpg	1956	3074	66	1008	636	420
heiberg-diag-0009	heiberg_1883_v1_1_0045.jpg	1956	3074	30	312	408	768
heiberg-diag-0026	heiberg_1883_v1_1_0077.jpg	1956	3074	18	1182	792	516
heiberg-diag-0032	heiberg_1883_v1_1_0091.jpg	1956	3074	30	1644	552	450
heiberg-diag-0024	heiberg_1883_v1_1_0073.jpg	1956	3074	42	1128	672	534
heiberg-diag-0101	heiberg_1883_v1_1_0273.jpg	1956	3074	48	1452	648	624
heiberg-diag-0036	heiberg_1883_v1_1_0101.jpg	1956	3074	102	1116	978	426
heiberg-diag-0004	heiberg_1883_v1_1_0031.jpg	1956	3074	30	1434	534	846
