Temp ID	Image Path	Image Width	Image Height	X Offset	Y Offset	X Width	Y Height
heath-diag-0174	heath_1908_v1_1_0373.jpg	4475	5992	2743	3761	888	522
heath-diag-0067	heath_1908_v1_1_0278.jpg	4475	5992	2825	4276	744	666
heath-diag-0176	heath_1908_v1_1_0374.jpg	4475	5992	2224	3136	944	952
heath-diag-0140	heath_1908_v1_1_0335.jpg	4475	5992	2753	2831	948	678
heath-diag-0082	heath_1908_v1_1_0289.jpg	4475	5992	2435	1649	1164	852
heath-diag-0172	heath_1908_v1_1_0369.jpg	4475	5992	2309	2531	1360	1624
heath-diag-0105	heath_1908_v1_1_0306.jpg	4475	5992	2811	3845	648	672
heath-diag-0065	heath_1908_v1_1_0277.jpg	4475	5992	2999	4030	672	852
heath-diag-0078	heath_1908_v1_1_0286.jpg	4475	5992	1500	1379	1398	630
heath-diag-0120	heath_1908_v1_1_0317.jpg	4475	5992	2285	4300	1362	606
heath-diag-0197	heath_1908_v1_1_0396.jpg	4475	5992	2759	3521	732	804
heath-diag-0229	heath_1908_v1_1_0429.jpg	4475	5992	1506	1650	1656	720
heath-diag-0099	heath_1908_v1_1_0302.jpg	4475	5992	2675	3787	784	528
heath-diag-0116	heath_1908_v1_1_0315.jpg	4475	5992	1358	3132	1836	636
heath-diag-0075	heath_1908_v1_1_0285.jpg	4475	5992	2755	984	872	808
heath-diag-0150	heath_1908_v1_1_0344.jpg	4475	5992	2563	1203	948	546
heath-diag-0127	heath_1908_v1_1_0322.jpg	4475	5992	1368	1916	1600	608
heath-diag-0184	heath_1908_v1_1_0380.jpg	4475	5992	2585	1523	768	744
heath-diag-0112	heath_1908_v1_1_0310.jpg	4475	5992	1139	3736	2040	1264
heath-diag-0186	heath_1908_v1_1_0385.jpg	4475	5992	2507	996	1072	1160
heath-diag-0218	heath_1908_v1_1_0421.jpg	4475	5992	1410	2663	762	594
heath-diag-0143	heath_1908_v1_1_0338.jpg	4475	5992	2773	3857	702	654
heath-diag-0155	heath_1908_v1_1_0353.jpg	4475	5992	2371	4024	1230	552
heath-diag-0175	heath_1908_v1_1_0374.jpg	4475	5992	1088	3128	960	928
heath-diag-0131	heath_1908_v1_1_0327.jpg	4475	5992	2561	3645	1062	630
heath-diag-0132	heath_1908_v1_1_0330.jpg	4475	5992	2403	1372	1040	736
