Temp ID	Image Path	Image Width	Image Height	X Offset	Y Offset	X Width	Y Height
16	munich_clm14448_0146.jpg	1251	1799	44	1036	61	85
41	munich_clm14448_0150.jpg	1251	1801	969	504	167	171
65	munich_clm14448_0154.jpg	1251	1801	979	776	249	261
52	munich_clm14448_0152.jpg	1251	1801	872	526	288	124
86	munich_clm14448_0157.jpg	1251	1800	35	1086	259	191
24	munich_clm14448_0146.jpg	1251	1799	362	1409	199	201
96	munich_clm14448_0158.jpg	1251	1799	432	1462	172	224
80	munich_clm14448_0156.jpg	1251	1801	977	1035	248	133
70	munich_clm14448_0155.jpg	1251	1800	56	441	223	144
23	munich_clm14448_0146.jpg	1251	1799	201	1449	135	139
108	munich_clm14448_0159.jpg	1251	1800	54	1413	300	305
75	munich_clm14448_0155.jpg	1251	1800	204	1514	338	124
89	munich_clm14448_0157.jpg	1251	1800	562	1425	137	138
18	munich_clm14448_0146.jpg	1251	1799	52	1126	67	124
81	munich_clm14448_0156.jpg	1251	1801	969	1150	255	136
40	munich_clm14448_0150.jpg	1251	1801	931	294	199	178
94	munich_clm14448_0158.jpg	1251	1799	964	1178	208	202
53	munich_clm14448_0152.jpg	1251	1801	902	650	235	279
15	munich_clm14448_0146.jpg	1251	1799	104	1014	93	73
47	munich_clm14448_0151.jpg	1251	1798	62	569	278	195
12	munich_clm14448_0146.jpg	1251	1799	968	930	170	169
8	munich_clm14448_0146.jpg	1251	1799	968	528	145	141
72	munich_clm14448_0155.jpg	1251	1800	92	770	185	190
9	munich_clm14448_0146.jpg	1251	1799	1102	516	72	116
39	munich_clm14448_0150.jpg	1251	1801	890	84	262	222
42	munich_clm14448_0150.jpg	1251	1801	923	655	208	160
66	munich_clm14448_0154.jpg	1251	1801	987	1076	242	259
38	munich_clm14448_0149.jpg	1251	1799	179	1409	616	288
90	munich_clm14448_0157.jpg	1251	1800	618	1471	488	221
100	munich_clm14448_0159.jpg	1251	1800	48	237	253	121
82	munich_clm14448_0156.jpg	1251	1801	261	1449	288	233
35	munich_clm14448_0149.jpg	1251	1799	140	317	177	275
57	munich_clm14448_0153.jpg	1251	1800	126	342	171	141
71	munich_clm14448_0155.jpg	1251	1800	79	570	155	190
60	munich_clm14448_0153.jpg	1251	1800	98	760	259	312
74	munich_clm14448_0155.jpg	1251	1800	48	1252	250	208
64	munich_clm14448_0154.jpg	1251	1801	1001	463	227	239
48	munich_clm14448_0151.jpg	1251	1798	68	805	292	237
3	munich_clm14448_0146.jpg	1251	1799	951	250	190	48
59	munich_clm14448_0153.jpg	1251	1800	104	601	180	201
69	munich_clm14448_0155.jpg	1251	1800	48	324	238	122
61	munich_clm14448_0153.jpg	1251	1800	70	1041	264	158
22	munich_clm14448_0146.jpg	1251	1799	89	1458	95	133
27	munich_clm14448_0147.jpg	1251	1799	140	112	166	80
34	munich_clm14448_0148.jpg	1251	1799	356	1327	361	302
21	munich_clm14448_0146.jpg	1251	1799	56	1391	95	62
68	munich_clm14448_0154.jpg	1251	1801	203	1435	258	259
25	munich_clm14448_0146.jpg	1251	1799	591	1517	247	229
13	munich_clm14448_0146.jpg	1251	1799	102	831	73	84
87	munich_clm14448_0157.jpg	1251	1800	26	1257	274	232
49	munich_clm14448_0151.jpg	1251	1798	88	1316	369	291
6	munich_clm14448_0146.jpg	1251	1799	962	458	119	76
55	munich_clm14448_0153.jpg	1251	1800	360	17	123	89
84	munich_clm14448_0157.jpg	1251	1800	63	211	196	187
85	munich_clm14448_0157.jpg	1251	1800	39	464	238	231
5	munich_clm14448_0146.jpg	1251	1799	952	341	156	126
44	munich_clm14448_0150.jpg	1251	1801	898	1059	275	205
1	munich_clm14448_0146.jpg	1251	1799	981	68	157	49
95	munich_clm14448_0158.jpg	1251	1799	106	1492	343	196
104	munich_clm14448_0159.jpg	1251	1800	126	882	172	165
54	munich_clm14448_0152.jpg	1251	1801	137	1395	934	274
78	munich_clm14448_0156.jpg	1251	1801	1002	550	220	107
88	munich_clm14448_0157.jpg	1251	1800	278	1482	287	149
17	munich_clm14448_0146.jpg	1251	1799	118	1095	77	104
20	munich_clm14448_0146.jpg	1251	1799	57	1303	96	83
79	munich_clm14448_0156.jpg	1251	1801	1010	650	200	151
77	munich_clm14448_0156.jpg	1251	1801	996	380	227	141
83	munich_clm14448_0157.jpg	1251	1800	53	39	202	171
45	munich_clm14448_0150.jpg	1251	1801	773	1263	438	320
31	munich_clm14448_0147.jpg	1251	1799	251	1371	374	328
91	munich_clm14448_0158.jpg	1251	1799	980	432	185	56
28	munich_clm14448_0147.jpg	1251	1799	73	188	241	47
46	munich_clm14448_0151.jpg	1251	1798	62	70	303	351
19	munich_clm14448_0146.jpg	1251	1799	102	1225	84	80
4	munich_clm14448_0146.jpg	1251	1799	985	296	133	64
107	munich_clm14448_0159.jpg	1251	1800	81	1217	212	68
43	munich_clm14448_0150.jpg	1251	1801	935	826	268	236
106	munich_clm14448_0159.jpg	1251	1800	76	1114	214	99
62	munich_clm14448_0153.jpg	1251	1800	48	1171	276	206
50	munich_clm14448_0152.jpg	1251	1801	836	24	253	260
11	munich_clm14448_0146.jpg	1251	1799	955	846	187	98
73	munich_clm14448_0155.jpg	1251	1800	48	1070	241	212
